FirstIndex	LastIndex	PatternSize	CopyNumber	Score
43913273	43913302	14	2,142857	51
43915552	43915890	126	2,690476	615
43915949	43915990	20	2,200000	52
43916193	43916267	39	1,923077	105
43916292	43916693	231	1,822511	653
43921088	43921117	15	2,000000	51
43921164	43921202	15	2,600000	69
43925112	43925195	3	29,333334	122
43925112	43925195	20	4,238095	134
43925112	43925187	17	4,473684	109
43925417	43925442	7	3,714286	52
43933483	43933546	22	2,913043	76
43935663	43935769	46	2,391304	121
43935664	43935734	23	3,173913	65
43936494	43936543	25	2,000000	73
43941757	43941781	13	1,923077	50
43945124	43945173	25	2,080000	77
43945200	43945241	20	2,100000	75
43945238	43945382	62	2,354839	202
43949364	43949407	2	22,000000	79
43956486	43956524	12	3,153846	51
43957539	43957564	11	2,363636	52
43957540	43957576	15	2,466667	56
43958277	43958313	18	2,166667	60
43960891	43960940	3	17,000000	84
43962766	43962822	19	2,952381	62
43964616	43964642	3	9,000000	54
43968611	43968716	53	2,000000	194
43968861	43968891	16	1,937500	62
43969512	43969552	16	2,687500	59
43969725	43969799	28	2,700000	73
43970991	43971025	18	2,000000	54
43975627	43975710	43	1,953488	150
43976144	43976220	38	2,078947	113
43977410	43977441	14	2,428571	50
43977750	43977818	24	2,851852	61
43977762	43977818	24	2,400000	62
43978729	43978781	3	17,666666	106
43979115	43979180	24	2,916667	68
43984631	43984679	16	3,000000	71
43986542	43986591	13	3,500000	55
43989126	43989156	15	2,066667	53
43993351	43993480	13	10,384615	180
43993351	43993483	25	5,307693	214
43994463	43994533	23	3,080000	65
43994473	43994513	18	2,388889	68
43994476	43994510	17	2,117647	63
43994936	43995007	31	2,354839	128
44001741	44001898	3	52,666668	199
44001897	44001925	3	9,666667	58
44008478	44008528	2	25,500000	102
44013111	44013136	5	5,200000	52
44016807	44017072	89	3,022472	475
44019910	44019998	36	2,459460	124
44019919	44019998	38	2,210526	132
44020573	44020675	42	2,452381	107
44030409	44030447	14	2,687500	51
44030444	44030711	53	5,084746	296
44030464	44030552	28	3,300000	89
44030577	44030630	26	2,037037	99
44048481	44048528	17	2,789474	53
44051292	44051352	31	1,967742	122
44051292	44051360	31	2,354839	110
44051678	44052042	166	2,303571	451
44054613	44054637	2	12,500000	50
44055890	44055926	18	2,055556	65
44055962	44056006	23	1,956522	63
44056071	44056100	10	3,100000	53
44056168	44056215	24	2,041667	71
44056950	44056974	3	8,333333	50
44059882	44059935	27	2,000000	108
44061865	44061948	42	2,000000	150
44063205	44063237	14	2,428571	50
44063806	44063867	28	2,344828	87
44065506	44065555	23	2,173913	64
44065682	44065748	3	22,333334	134
44066396	44066530	70	1,928571	225
44071931	44071961	16	1,937500	53
44074202	44074243	21	2,000000	57
44074355	44074397	22	1,954545	68
44079327	44079372	18	2,722222	53
44079328	44079387	23	2,708333	63
44079920	44079969	18	2,833333	66
44080201	44080249	11	4,384615	53
44080207	44080250	23	1,913043	70
44080949	44081004	28	2,000000	76
44080971	44081019	11	4,384615	53
44080974	44081026	23	2,347826	72
44080978	44081033	23	2,565217	73
44082726	44082756	10	3,100000	53
44086742	44086834	3	31,000000	177
44091650	44091702	24	2,269231	65
44091661	44091706	24	1,916667	92
44091721	44091991	151	1,834437	419
44098482	44098513	12	2,666667	55
44108090	44108200	50	2,220000	123
44109228	44109596	49	7,490196	443
44109228	44109596	147	2,506757	477
44120242	44120318	4	19,250000	118
44120386	44120427	17	2,555556	52
44121723	44121833	50	2,220000	132
44122788	44122956	3	56,000000	284
44124343	44124382	21	1,904762	53
44124628	44124683	29	1,965517	69
44128362	44128391	11	2,666667	51
44130297	44130346	27	1,925926	68
44131069	44131143	37	2,027027	132
44136900	44136961	31	2,064516	101
44137897	44137936	20	2,100000	57
44137899	44137946	25	1,920000	60
44144964	44145005	18	2,333333	75
44144972	44145014	18	2,388889	59
44146091	44146116	12	2,166667	52
44148990	44149081	42	2,255814	109
44151624	44151689	34	2,000000	118
44156243	44156290	24	2,125000	57
44157585	44157612	2	14,000000	56
44157628	44157691	28	2,357143	105
44176711	44176877	86	1,988372	252
44176721	44176805	33	2,575758	125
44176754	44176856	53	2,018868	133
44179110	44179142	17	1,941176	66
44179110	44179141	8	3,888889	55
44179113	44179142	9	3,444444	53
44194720	44194772	22	2,409091	79
44199436	44199479	2	22,000000	88
44204011	44204048	19	2,000000	58
44204127	44204214	26	3,310345	99
44204807	44204835	1	29,000000	58
44205547	44205626	39	2,076923	108
44209789	44209828	13	3,000000	62
44209991	44210020	2	15,000000	60
44210318	44210373	30	1,900000	78
44214554	44214674	61	2,000000	199
44223055	44223103	20	2,450000	98
44239600	44239637	14	2,785714	51
44240354	44240435	3	27,333334	155
44242426	44242454	5	5,800000	58
44243262	44243301	15	2,866667	50
44243280	44243306	11	2,454545	54
44246537	44246594	30	1,933333	98
44248823	44248851	13	2,230769	58
44248934	44249039	3	35,333332	185
44249254	44249322	17	4,388889	69
44249272	44249352	29	2,793103	108
44250030	44250402	205	1,819512	728
44250941	44250965	2	12,500000	50
44258173	44258238	34	1,941176	123
44265777	44265822	13	3,846154	55
44267776	44267813	20	1,900000	67
44274697	44274751	22	2,545455	94
44275960	44276034	31	2,483871	73
44283568	44283636	36	2,027778	92
44284835	44284874	21	1,904762	80
44295256	44295373	61	1,934426	200
44295677	44295752	39	1,948718	152
44297773	44297828	25	2,320000	62
44304866	44304948	3	27,666666	166
44305140	44305218	41	1,975610	117
44308199	44308242	19	2,400000	56
44308209	44308242	18	2,000000	54
44308277	44308309	9	3,777778	50
44312560	44312621	32	2,093750	80
44312569	44312621	21	2,541667	56
44312571	44312615	17	2,647059	54
44313448	44313472	9	2,777778	50
44314399	44314429	16	2,000000	55
44314769	44314798	15	2,000000	51
44319615	44319642	2	14,000000	56
44327375	44327429	28	2,000000	67
44328854	44328883	16	1,937500	53
44331177	44331213	17	2,176471	74
44332830	44332870	22	1,909091	57
44336621	44336839	109	2,082569	265
44338305	44338387	35	2,457143	136
44343925	44344018	21	4,400000	68
44343967	44344041	21	3,541667	73
44344006	44344059	23	2,391304	65
44346609	44346633	12	2,083333	50
44360751	44360781	15	2,133333	55
44362086	44362127	18	2,368421	59
44371426	44371506	27	3,071429	114
44371431	44371487	15	4,000000	50
44372570	44372605	17	2,294118	51
44372615	44372653	9	4,400000	55
44372618	44372654	14	2,733333	51
44372813	44372859	20	2,450000	62
44373067	44373140	22	3,320000	71
44381984	44382033	21	2,380952	55
44387984	44388019	19	1,947368	56
44388204	44388253	25	2,000000	73
44388959	44389164	66	3,071429	306
44388960	44389020	31	2,032258	81
44390485	44390902	218	1,926605	732
44391109	44391204	41	2,365854	113
44391109	44391221	19	5,708333	82
44391126	44391199	21	3,619048	71
44391142	44391217	40	1,900000	134
44391199	44391544	174	1,988506	638
44391774	44391836	2	32,000000	53
44392360	44392415	22	2,565217	69
44392382	44392437	29	1,965517	78
44392391	44392434	23	2,043478	58
44392722	44392807	16	5,043478	68
44396005	44396044	16	2,444444	62
44397331	44397381	25	2,080000	68
44407344	44407720	190	1,994737	695
44407424	44407454	16	1,937500	53
44407610	44407642	16	2,062500	57
44408084	44408119	18	2,000000	54
44410400	44410429	11	2,666667	51
44413784	44413842	31	1,903226	100
44416942	44416987	22	2,090909	56
44417416	44417493	34	2,382353	117
44418698	44418733	16	2,312500	56
44419276	44419333	27	2,148148	98
44419283	44419336	27	2,000000	108
44419650	44419843	95	2,147368	246
44419668	44419725	16	3,444444	89
44419668	44419725	16	3,444444	89
44419670	44419753	35	2,500000	104
44419766	44419838	38	1,973684	96
44422557	44422596	15	2,733333	64
44422565	44422596	15	2,133333	64
44424748	44424930	79	2,379747	205
44427923	44427972	19	2,631579	73
44427955	44428001	24	2,000000	78
44431502	44431548	3	15,250000	85
44434052	44434147	25	3,846154	86
44434829	44434868	21	1,904762	53
44435187	44435257	35	2,028571	124
44435331	44435357	6	4,500000	54
44436579	44436627	21	2,428571	66
44444750	44444799	20	2,476191	64
44446355	44446434	10	8,000000	78
44446356	44446434	3	24,000000	59
44446359	44446432	7	11,000000	68
44459263	44459372	55	2,036364	161
44471067	44471120	6	9,000000	108
44471205	44471249	17	2,647059	81
44471485	44471563	36	2,305556	94
44472062	44472106	18	2,611111	67
44472134	44472217	17	4,888889	60
44472404	44472437	17	2,000000	50
44472418	44472503	27	3,178571	93
44472802	44472859	24	2,440000	73
44473136	44473177	13	3,142857	57
44473136	44473177	7	6,142857	59
44477576	44477637	28	2,214286	124
44478473	44478541	3	23,000000	138
44479512	44479536	13	1,923077	50
44481878	44482045	88	1,931818	250
44492347	44492507	75	2,236842	192
44492510	44492704	73	2,710526	202
44493896	44493925	2	15,000000	51
44494305	44494357	28	2,000000	76
44506985	44507042	31	1,967742	86
44507058	44507109	11	4,500000	68
44508963	44509003	19	2,157895	64
44513565	44513590	13	2,000000	52
44522089	44522184	24	4,000000	138
44522169	44522212	23	1,913043	70
44532001	44532070	3	23,333334	140
44535924	44535952	2	14,500000	58
44537651	44537690	21	1,952381	55
44545715	44545739	13	1,923077	50
44550862	44550927	33	2,000000	132
44551397	44551465	25	2,760000	93
44555136	44555210	9	8,500000	64
44555164	44555205	23	1,913043	61
44565244	44565283	11	3,727273	73
44565245	44565285	19	2,263158	68
44565245	44565285	7	5,750000	57
44569326	44569359	16	2,125000	68
44573079	44573162	3	28,000000	168
44573353	44573407	3	18,333334	110
44580430	44580455	4	6,500000	52
44581656	44581859	63	3,246154	277
44581656	44581898	63	3,861538	265
44581656	44581897	129	1,922481	316
44581763	44581794	17	1,941176	57
44585940	44586032	26	3,555556	123
44593405	44593525	59	2,050848	242
44597137	44597167	7	4,250000	53
44597453	44597824	204	1,852941	531
44603523	44603550	3	9,333333	56
44606164	44606245	14	6,125000	61
44606733	44606760	12	2,333333	56
44607413	44607442	16	1,937500	53
44608715	44608813	46	2,152174	153
44608718	44608807	24	3,846154	107
44608764	44608895	71	1,887324	196
44609573	44609658	37	2,378378	122
44610398	44610509	3	37,250000	172
44612275	44612307	10	3,400000	59
44615011	44615172	83	1,987952	222
44620576	44620600	13	1,923077	50
44621818	44622010	62	3,057971	169
44625462	44625528	29	2,310345	80
44626977	44627034	29	2,000000	107
44627216	44627278	18	3,473684	56
44627216	44627299	36	2,333333	159
44627234	44627295	18	3,526316	56
44633830	44633864	3	11,500000	61
44638234	44638271	17	2,235294	76
44639395	44639429	2	17,500000	70
44644645	44644682	14	2,785714	60
44646422	44646550	44	3,136364	150
44646422	44646601	79	2,278481	360
44646455	44646585	35	3,431818	136
44649586	44649693	55	1,963636	216
44653669	44653734	22	2,961539	66
44655273	44655320	23	2,086957	96
44656686	44656772	38	2,282051	147
44656935	44656969	18	2,000000	63
44657778	44657840	30	2,100000	108
44664118	44664142	13	1,923077	50
44665208	44665384	38	4,642857	150
44665209	44665384	77	2,285714	352
44665234	44665365	40	3,357143	166
44683370	44683451	35	2,371428	121
44683694	44683719	12	2,166667	52
44684877	44684924	22	2,272727	64
44684892	44684932	21	1,952381	55
44685477	44685710	117	2,017094	409
44687498	44687531	17	2,000000	50
44694652	44694816	82	2,000000	321
44698654	44698684	2	15,500000	62
44698786	44698894	57	1,929825	175
44706553	44706603	24	2,250000	72
44706601	44706651	22	2,391304	70
44706644	44706700	17	3,090909	53
44706732	44706772	15	2,750000	57
44713075	44713108	11	3,090909	50
44729804	44729830	2	13,500000	54
44732844	44732869	13	2,000000	52
44744368	44744404	15	2,533333	58
44749118	44749163	24	2,000000	60
44749202	44749273	34	2,176471	121
44752432	44752481	26	2,000000	68
44757345	44757383	21	1,952381	55
44763676	44763721	25	1,920000	69
44763739	44763792	28	2,000000	76
44763743	44763797	28	2,035714	69
44764145	44764169	6	4,166667	50
44765162	44765219	27	2,148148	98
44765162	44765204	13	3,200000	52
44765167	44765222	13	4,062500	51
44769546	44769570	13	1,923077	50
44778907	44779007	50	2,040000	177
44779045	44779112	3	22,666666	127
44779686	44779904	107	2,055556	314
44780795	44781116	98	3,303921	341
44788191	44788316	33	4,060606	106
44795151	44795510	196	1,867347	471
44796064	44796106	2	21,500000	59
44796279	44796331	24	2,208333	79
44797437	44797492	5	11,200000	112
44798854	44799010	62	2,562500	185
44800339	44800430	47	2,085106	115
44800655	44800739	7	12,555555	72
44802259	44802312	27	2,000000	90
44804045	44804101	24	2,375000	105
44813787	44813812	2	13,000000	52
44815629	44815656	14	2,000000	56
44820253	44820294	17	2,470588	84
44820290	44820319	2	15,000000	60
44821089	44821164	40	1,900000	116
44821665	44821746	39	2,102564	146
44821843	44821885	21	2,190476	56
44824504	44824677	68	2,558824	348
44824553	44824657	32	3,128205	81
44824730	44824774	12	3,846154	51
44824742	44824775	2	18,000000	54
44827246	44827381	72	1,916667	204
44827625	44827650	10	2,600000	52
44836767	44836827	31	2,000000	97
44844920	44844956	18	2,055556	65
44846499	44846551	24	2,375000	69
44853847	44853891	22	2,045455	63
44854745	44854780	19	1,947368	56
44857711	44857743	17	1,941176	66
44863121	44863153	18	1,944444	52
44863826	44863911	3	28,666666	172
44865138	44865184	21	2,238095	67
44865146	44865187	21	2,000000	84
44865317	44865407	3	31,000000	150
44866048	44866096	24	2,041667	98
44873351	44873421	3	23,666666	124
44873627	44873689	24	2,629630	67
44874089	44874157	3	23,000000	129
44884368	44884594	35	6,567567	203
44884368	44884593	70	3,263889	246
44885113	44885314	70	2,942857	259
44885117	44885315	35	5,771429	224
44891510	44891569	21	2,826087	59
44893576	44893602	2	13,500000	54
44894136	44894219	3	28,000000	168
44894221	44894249	11	2,636364	58
44894594	44894633	21	1,904762	53
44896041	44896131	42	2,166667	155
44896041	44896106	21	3,136364	53
44897078	44897188	40	2,775000	168
44897221	44897371	71	2,194444	177
44898369	44898426	15	3,941176	59
44899400	44899437	2	19,500000	69
44899781	44899871	3	30,333334	182
44900646	44900708	30	2,100000	90
44903896	44903921	2	13,000000	52
44905523	44905552	4	7,500000	60
44908078	44908128	25	2,080000	68
44909082	44909120	2	19,500000	78
44914569	44914610	21	2,000000	84
44915322	44915374	25	2,160000	90
44915756	44915783	14	2,000000	56
44918559	44918684	3	42,000000	252
44921272	44921413	65	2,246154	175
44924350	44924441	48	1,916667	166
44926703	44926755	28	1,928571	90
44929225	44929263	18	2,166667	51
44931943	44931976	15	2,333333	52
44934926	44934972	22	2,136364	76
44936793	44936826	15	2,266667	50
44938955	44939236	72	4,013699	382
44939110	44939236	65	1,969231	184
44940837	44940946	56	1,964286	166
44942375	44942428	27	2,037037	83
44947619	44947678	21	2,863636	68
44948960	44949011	14	3,800000	63
44948960	44949061	15	7,000000	72
44949228	44949274	15	3,266667	71
44949230	44949292	29	2,206897	92
44951242	44951310	33	2,090909	129
44952708	44952745	18	2,222222	62
44952710	44952738	13	2,307692	51
44957536	44957895	199	1,809045	720
44964921	44964945	13	1,923077	50
44966306	44966397	3	30,666666	184
44969582	44969806	63	3,522388	301
44970851	44970885	1	35,000000	61
44972225	44972376	77	1,974026	268
44972535	44972585	22	2,363636	59
44975849	44975907	28	2,178571	68
44978231	44978270	6	7,000000	57
44979807	44979837	2	15,500000	53
44980483	44980624	29	4,852941	137
44980484	44980602	29	4,030303	116
44980485	44980601	61	1,983607	152
44981478	44981504	14	1,928571	54
44991001	44991030	3	10,000000	51
44992183	44992235	27	2,074074	67
44998294	44998342	3	16,333334	98
45000906	45001002	3	32,333332	185
45001281	45001409	3	42,500000	132
45001926	45001998	18	4,105263	67
45002033	45002091	13	4,500000	57
45014969	45015004	18	2,000000	63
45019319	45019367	26	1,961538	84
45019624	45019655	16	2,000000	64
45019699	45019728	16	1,937500	53
45020183	45020215	14	2,357143	57
45020817	45020914	48	2,083333	137
45023244	45023387	73	2,000000	193
45024434	45024473	21	1,904762	62
45026679	45026730	24	2,166667	77
45027270	45027296	2	13,500000	54
45028558	45028589	16	2,062500	57
45034287	45034373	43	2,069767	106
45036920	45036999	32	2,562500	83
45037382	45037419	21	1,952381	55
45037534	45037592	33	1,909091	90
45037534	45037592	15	3,789474	52
45038231	45038298	30	2,300000	111
45042219	45042251	16	2,125000	50
45045904	45045938	17	2,058824	61
45046690	45046755	30	2,233333	116
45049763	45049787	5	5,000000	50
45050488	45050525	3	12,666667	76
45052503	45052562	13	4,571429	84
45052515	45052576	27	2,370370	74
45052518	45052569	23	2,250000	59
45065858	45065910	20	2,650000	88
45073043	45073336	146	2,013699	561
45084549	45084581	2	16,500000	66
45095930	45095967	19	2,000000	76
45097985	45098061	30	2,600000	84
45103253	45103329	30	2,600000	93
45103785	45103881	38	2,552632	131
45104547	45104601	27	2,148148	89
45117424	45117448	13	1,923077	50
45119000	45119055	24	2,333333	76
45123918	45123953	15	2,400000	72
45129629	45129688	22	2,727273	111
45129879	45129910	16	2,000000	55
45130043	45130075	17	1,941176	66
45135453	45135528	33	2,363636	120
45135689	45135735	16	3,000000	69
45136240	45136349	54	2,037037	220
45136263	45136348	27	3,214286	102
45143336	45143425	32	2,794118	119
45167235	45167356	26	4,566667	120
45167269	45167356	26	3,333333	140
45174301	45174445	35	3,652174	182
45174302	45174486	82	2,280488	338
45174337	45174486	45	3,489362	185
45175224	45175394	35	4,972222	161
45175232	45175385	71	2,239437	192
45176849	45176880	2	16,000000	64
45180682	45180706	12	2,083333	50
45184518	45184554	14	2,562500	56
45184519	45184551	5	6,800000	59
45185952	45186393	235	1,936170	577
45196590	45196742	3	51,000000	272
45202981	45203024	11	4,000000	61
45204154	45204184	15	2,066667	62
45204446	45204495	25	2,160000	63
45205458	45205495	13	2,928571	51
45208970	45209012	21	2,142857	54
45212619	45212643	11	2,272727	50
45213789	45213913	62	2,032258	243
45214011	45214168	3	53,000000	300
45219396	45219483	3	29,333334	167
45225445	45225483	21	1,952381	55
45228366	45228404	21	1,904762	53
45229773	45229816	3	14,666667	88
45231742	45231776	18	1,944444	61
45232430	45232539	40	2,813953	131
45232469	45232552	24	3,555556	95
45232480	45232544	14	4,928571	75
45232995	45233032	19	2,105263	53
45233041	45233086	18	2,684211	53
45233043	45233086	19	2,421053	65
45233104	45233151	20	2,428571	53
45233104	45233151	21	2,380952	55
45235255	45235287	16	2,125000	50
45236289	45243210	118	58,661018	13790
45249016	45249095	33	2,424242	88
45249072	45249198	51	2,500000	166
45249072	45249216	50	2,854545	159
45251669	45251727	19	3,000000	66
45251677	45251732	16	3,350000	55
45251772	45251805	18	1,944444	61
45252515	45252555	21	1,952381	64
45253918	45253953	13	2,769231	54
45258357	45258419	26	2,407408	90
45258638	45258689	27	1,925926	77
45258833	45258882	3	16,666666	100
45264347	45264386	21	1,904762	62
45266798	45266877	42	1,952381	128
45266800	45266854	29	2,000000	80
45266824	45266877	11	5,181818	51
45266825	45266882	31	1,903226	91
45267120	45267322	103	2,097087	261
45267155	45267423	99	2,754545	265
45267314	45267438	40	3,136364	134
45270777	45270816	19	2,105263	80
45271305	45271394	46	1,956522	135
45271655	45271874	126	1,817460	296
45271655	45271918	127	2,171875	282
45272458	45272491	18	1,944444	61
45272759	45272798	16	2,500000	53
45275845	45275887	21	2,142857	72
45275850	45275887	19	2,000000	76
45276349	45276546	101	2,019802	273
45280037	45280081	21	2,142857	81
45280037	45280092	21	2,681818	78
45295178	45295208	14	2,214286	62
45295743	45295784	20	2,100000	84
45296962	45296997	2	18,000000	72
45302076	45302112	14	2,642857	56
45302832	45302878	21	2,347826	55
45302923	45302959	18	2,111111	58
45303417	45303441	1	25,000000	50
45303731	45303792	31	2,000000	115
45304955	45305013	31	1,903226	100
45306046	45306359	42	7,416667	269
45306046	45306339	131	2,320611	374
45308211	45308241	2	15,500000	62
45318369	45318518	80	1,875000	237
45321678	45321741	15	4,400000	78
45321678	45321741	30	2,200000	96
45321791	45321861	37	1,918919	124
45321801	45321850	26	1,923077	64
45321895	45321979	39	2,179487	152
45321903	45322001	36	2,725000	130
45322003	45322028	11	2,363636	52
45322954	45323031	24	3,360000	74
45322996	45323064	31	2,225806	129
45323096	45323148	20	2,650000	61
45324254	45324300	21	2,238095	58
45324260	45324362	36	2,861111	134
45324332	45324441	21	5,238095	166
45324416	45324511	39	2,550000	101
45325042	45325089	23	2,086957	78
45325385	45325410	13	2,000000	52
45326326	45326377	25	2,160000	72
45327136	45327192	24	2,375000	87
45328825	45328873	9	5,083333	53
45328935	45329008	4	18,750000	114
45337623	45338148	50	10,666667	636
45337623	45338148	148	3,556291	655
45338466	45338517	25	2,160000	72
45338578	45338648	24	2,925926	74
45339596	45339986	50	7,862745	545
45339596	45339969	75	5,013158	592
45339601	45339986	25	15,500000	499
45340182	45340237	4	13,600000	85
45341606	45341637	15	2,133333	55
45343740	45343876	21	6,416667	150
45343740	45343876	42	3,200000	150
45344220	45344303	36	2,444444	104
45344510	45344558	23	2,347826	54
45344527	45344585	32	1,906250	95
45344576	45344625	5	9,500000	64
45345341	45345375	18	1,944444	61
45345341	45345398	18	3,181818	57
45345344	45345387	19	2,421053	56
45356861	45356894	16	2,187500	52
45356943	45356994	14	3,785714	52
45356967	45357069	50	2,140000	133
45356967	45357088	49	2,568627	119
45357013	45357052	21	1,904762	53
45357173	45357206	13	2,692308	52
45357241	45357444	110	1,863636	329
45357466	45357570	14	7,642857	88
45357578	45357656	6	12,555555	59
45357605	45357659	18	2,950000	65
45357980	45358566	308	1,970779	935
45358069	45358137	12	5,375000	57
45358255	45358279	12	2,083333	50
45358379	45358422	21	2,142857	63
45358388	45358429	7	6,000000	57
45358991	45359968	494	2,012146	1592
45359015	45359090	35	2,250000	95
45359394	45359464	36	2,055556	94
45359880	45359963	21	4,043478	75
45359946	45360030	35	2,485714	84
45360035	45360149	53	2,320755	147
45360070	45360251	101	1,811881	321
45360424	45360529	14	7,714286	81
45360582	45360628	6	7,444445	58
45361015	45361123	41	2,697675	125
45361015	45361199	101	1,831683	280
45361032	45361082	27	1,962963	79
45361150	45361248	52	1,903846	126
45361641	45361681	22	1,909091	57
45361893	45362123	47	4,672727	212
45361957	45362121	32	4,921052	136
45362378	45362451	36	2,194444	95
45362649	45362726	42	1,904762	106
45365051	45365111	7	8,857142	61
45365325	45365514	66	2,824324	206
45365340	45365487	73	2,068493	221
45365590	45365708	32	3,540540	98
45368187	45368261	27	2,862069	68
45368408	45368525	59	2,016949	157
45368630	45368711	34	2,388889	83
45368802	45368858	30	1,900000	78
45369307	45369374	29	2,482759	81
45369394	45369441	21	2,333333	62
45369414	45369513	50	2,080000	118
45370139	45370323	83	2,290698	211
45370248	45370309	13	4,600000	61
45370273	45370349	32	2,393939	109
45370287	45370513	96	2,432990	243
45370635	45370702	12	5,312500	64
45370934	45371066	13	10,125000	103
45370941	45371055	32	3,486486	101
45371928	45372064	75	1,906667	169
45372504	45374412	787	2,488750	2247
45373677	45373759	19	4,380952	69
45374468	45374505	21	1,904762	53
45374519	45374603	34	2,558824	93
45374520	45374635	55	2,181818	141
45374651	45374675	13	1,923077	50
45375120	45375216	41	2,365854	194
45375122	45375197	22	3,590909	95
45376425	45376496	7	10,571428	76
45376425	45376496	20	3,608696	85
45376439	45376493	27	2,074074	85
45377019	45377271	133	1,977444	337
45377192	45377233	19	2,210526	84
45377192	45377242	19	2,684211	84
45377504	45377584	24	3,285714	65
45377552	45377622	21	3,523809	67
45377978	45378008	7	4,428571	53
45378255	45379736	7	227,000000	1416
45378255	45379736	6	227,181824	1285
45378255	45379736	13	113,080002	1536
45380987	45381162	96	1,916667	233
45382819	45382876	29	2,000000	116
45382867	45382899	17	1,941176	57
45386038	45386094	10	5,583333	53
45386051	45386092	22	1,954545	59
45386053	45386094	9	4,500000	57
45386053	45386094	19	2,263158	68
45390327	45390375	27	1,925926	77
45396588	45396617	9	3,333333	51
45396904	45396931	14	2,000000	56
45402896	45402926	16	1,937500	53
45403441	45403524	42	2,023809	116
45405540	45405586	26	1,961538	66
45405546	45405587	20	2,200000	61
45414377	45414402	11	2,363636	52
45416880	45417113	116	2,017241	378
45420655	45420687	17	2,058824	52
45423085	45423111	2	13,500000	54
45426041	45426142	53	1,981132	156
45426044	45426128	24	3,310345	73
45429201	45429372	87	2,000000	285
45430688	45430728	18	2,277778	73
45430990	45431118	3	43,000000	179
45433149	45433186	21	1,952381	55
45433502	45433539	21	1,952381	55
45434148	45434205	3	19,666666	91
45434335	45434497	79	2,075949	265
45434391	45434438	25	1,920000	69
45434591	45434654	21	3,047619	101
45435787	45435960	58	3,118644	202
45436974	45437015	19	2,210526	84
45438402	45438455	21	2,666667	67
45438426	45438489	20	3,190476	67
45438472	45438633	79	2,050633	315
45438772	45438811	15	2,687500	55
45438785	45438834	19	2,800000	63
45440288	45440406	60	1,983333	202
45443115	45443143	14	2,142857	51
45444297	45444436	55	2,550000	169
45444337	45444391	16	3,333333	58
45444359	45444430	20	3,521739	76
45445942	45446021	40	2,050000	146
45445942	45446045	40	2,627907	115
45445958	45446034	40	1,950000	111
45448521	45448559	2	19,500000	78
45457361	45457424	20	3,318182	64
45457372	45457434	20	3,181818	69
45462743	45462808	33	2,000000	132
45464026	45464086	20	2,958333	54
45464392	45464416	2	12,500000	50
45469514	45469601	18	4,761905	88
45469514	45469601	39	2,358974	112
45469656	45469734	27	2,925926	104
45471581	45471739	84	1,928571	225
45477685	45477738	23	2,347826	108
45478706	45478762	21	2,727273	71
45481368	45481766	227	1,810573	543
45482373	45482399	12	2,250000	54
45484629	45484668	20	2,000000	80
45485783	45485895	31	3,696970	115
45485787	45485875	30	2,939394	101
45485955	45486035	30	2,709677	83
45486146	45486253	50	2,160000	198
45488653	45488696	20	2,200000	70
45489322	45489579	65	3,969231	426
45490596	45490624	14	2,142857	51
45490634	45490685	25	2,120000	70
45490638	45490685	11	4,307693	51
45490882	45490944	33	1,909091	108
45491213	45491253	19	2,315789	52
45492649	45492836	28	6,714286	259
45495848	45495930	31	2,677419	139
45496866	45496907	21	2,000000	84
45499885	45499956	33	2,181818	135
45507044	45507090	24	2,041667	62
45511072	45511119	12	4,000000	51
45521387	45521516	66	1,969697	233
45522229	45522322	3	31,666666	181
45522452	45522613	79	2,075949	265
45522707	45522747	21	1,952381	73
45524562	45524609	22	2,181818	60
45525904	45525959	27	2,074074	85
45530217	45530264	23	2,173913	73
45536001	45536097	42	2,309524	149
45537139	45537322	41	4,534883	252
45537142	45537304	83	1,963855	326
45542177	45542217	22	1,909091	57
45542682	45542748	24	2,714286	73
45542689	45542751	27	2,357143	92
45544099	45544123	5	5,000000	50
45546389	45546432	22	2,000000	88
45558112	45558270	53	3,000000	248
45559122	45559163	19	2,263158	50
45562420	45562769	136	2,613139	514
45562421	45562770	67	5,239437	469
45562941	45562991	28	1,928571	72
45566309	45566392	23	3,730769	68
45566322	45566375	24	2,360000	69
45566784	45570212	163	21,081522	2951
45566784	45570207	814	4,210094	3213
45566785	45570219	651	5,279883	3344
45570574	45571930	163	8,418605	1053
45570574	45571940	323	4,242690	1157
45570891	45571930	499	2,131737	1120
45571811	45572069	142	1,852113	337
45572139	45572879	163	4,612717	734
45572139	45580366	323	25,300734	6511
45573002	45580380	651	11,375876	6537
45573403	45580380	163	43,020832	6332
45580389	45581066	163	4,137143	654
45580435	45581065	336	1,928571	774
45580623	45581514	460	1,982609	1230
45580781	45581342	297	1,959596	732
45580959	45581179	124	1,814516	342
45581070	45581673	162	3,706897	641
45581762	45584907	162	19,348259	2459
45584812	45585017	106	1,962264	263
45584917	45587437	163	15,610811	2060
45584917	45587435	325	7,788136	2099
45589353	45591127	163	11,017045	1631
45589353	45591128	323	5,511428	1643
45589646	45591127	826	1,837772	1974
45590732	45591550	438	1,883562	1173
45590895	45591400	275	1,861818	709
45591034	45591236	109	1,862385	280
45591135	45592036	162	5,549707	807
45592788	45592929	28	5,068965	169
45592865	45592999	71	1,929577	238
45592868	45593003	35	3,891892	186
45592990	45593095	34	2,928571	97
45593007	45593124	39	2,953488	157
