ENTREZID,"GENENAME","SYMBOL","ONTOLOGY","GO","CHR"
101507901,"probable serine/threonine-protein kinase PBL7","LOC101507901",NA,NA,"Ca4"
101508210,"protein LOW PSII ACCUMULATION 1, chloroplastic","LOC101508210","CC","GO:0016021","Ca4"
101507584,"heavy metal-associated isoprenylated plant protein 34","LOC101507584","MF","GO:0046872","Ca4"
101507584,"heavy metal-associated isoprenylated plant protein 34","LOC101507584","BP","GO:0030001","Ca4"
113786509,"transfer RNA arginine (anticodon UCU)","TRNAR-UCU",NA,NA,"Ca4"
101507067,"nuclear transcription factor Y subunit C-3-like","LOC101507067","CC","GO:0005634","Ca4"
101507067,"nuclear transcription factor Y subunit C-3-like","LOC101507067","MF","GO:0046982","Ca4"
101506728,"increased DNA methylation 2","LOC101506728",NA,NA,"Ca4"
101506399,"root phototropism protein 3-like","LOC101506399",NA,NA,"Ca4"
101505864,"uncharacterized LOC101505864","LOC101505864","MF","GO:0046872","Ca4"
101505532,"amidase 1","LOC101505532",NA,NA,"Ca4"
101505210,"NADPH-dependent aldehyde reductase 1, chloroplastic-like","LOC101505210","MF","GO:0016491","Ca4"
101504904,"uncharacterized GPI-anchored protein At5g19250","LOC101504904",NA,NA,"Ca4"
101504586,"uncharacterized LOC101504586","LOC101504586",NA,NA,"Ca4"
101502543,"S-protein homolog 1-like","LOC101502543",NA,NA,"Ca4"
101504252,"serine--tRNA ligase","LOC101504252","MF","GO:0005524","Ca4"
101504252,"serine--tRNA ligase","LOC101504252","MF","GO:0004828","Ca4"
101504252,"serine--tRNA ligase","LOC101504252","BP","GO:0006434","Ca4"
101508535,"monothiol glutaredoxin-S10","LOC101508535","CC","GO:0005623","Ca4"
101508535,"monothiol glutaredoxin-S10","LOC101508535","MF","GO:0009055","Ca4"
101508535,"monothiol glutaredoxin-S10","LOC101508535","MF","GO:0015035","Ca4"
101508535,"monothiol glutaredoxin-S10","LOC101508535","BP","GO:0045454","Ca4"
101503934,"mitochondrial Rho GTPase 1-like","LOC101503934","CC","GO:0031307","Ca4"
101503934,"mitochondrial Rho GTPase 1-like","LOC101503934","MF","GO:0005509","Ca4"
101503934,"mitochondrial Rho GTPase 1-like","LOC101503934","MF","GO:0005525","Ca4"
101503934,"mitochondrial Rho GTPase 1-like","LOC101503934","MF","GO:0003924","Ca4"
101503934,"mitochondrial Rho GTPase 1-like","LOC101503934","BP","GO:0007005","Ca4"
101503609,"mannosylglycoprotein endo-beta-mannosidase","LOC101503609","MF","GO:0033947","Ca4"
101503609,"mannosylglycoprotein endo-beta-mannosidase","LOC101503609","BP","GO:0005975","Ca4"
101503283,"uncharacterized LOC101503283","LOC101503283",NA,NA,"Ca4"
101502958,"kinesin-like protein KIN-14S","LOC101502958","CC","GO:0005874","Ca4"
101502958,"kinesin-like protein KIN-14S","LOC101502958","MF","GO:0005524","Ca4"
101502958,"kinesin-like protein KIN-14S","LOC101502958","MF","GO:0008017","Ca4"
101502958,"kinesin-like protein KIN-14S","LOC101502958","MF","GO:0003777","Ca4"
101502958,"kinesin-like protein KIN-14S","LOC101502958","BP","GO:0007018","Ca4"
101502640,"probable microtubule-binding protein TANGLED","LOC101502640",NA,NA,"Ca4"
101502329,"F-box protein LysM","LOC101502329",NA,NA,"Ca4"
101502002,"probable linoleate 9S-lipoxygenase 5","LOC101502002","MF","GO:0046872","Ca4"
101502002,"probable linoleate 9S-lipoxygenase 5","LOC101502002","MF","GO:0016702","Ca4"
101502002,"probable linoleate 9S-lipoxygenase 5","LOC101502002","BP","GO:0031408","Ca4"
101501274,"protein ALWAYS EARLY 2","LOC101501274","CC","GO:0005634","Ca4"
101501274,"protein ALWAYS EARLY 2","LOC101501274","CC","GO:0017053","Ca4"
101501274,"protein ALWAYS EARLY 2","LOC101501274","MF","GO:0003677","Ca4"
101501274,"protein ALWAYS EARLY 2","LOC101501274","BP","GO:0006351","Ca4"
101514015,"sucrose nonfermenting 4-like protein","LOC101514015",NA,NA,"Ca4"
101514348,"cyclin-H1-1","LOC101514348",NA,NA,"Ca4"
105851871,"uncharacterized LOC105851871","LOC105851871",NA,NA,"Ca4"
101514675,"nuclear transcription factor Y subunit B-4","LOC101514675","CC","GO:0005634","Ca4"
101514675,"nuclear transcription factor Y subunit B-4","LOC101514675","MF","GO:0046982","Ca4"
101500950,"zinc finger protein GAI-ASSOCIATED FACTOR 1-like","LOC101500950","MF","GO:0003676","Ca4"
101500642,"psbP domain-containing protein 7, chloroplastic","LOC101500642","CC","GO:0019898","Ca4"
101500642,"psbP domain-containing protein 7, chloroplastic","LOC101500642","CC","GO:0016021","Ca4"
101500642,"psbP domain-containing protein 7, chloroplastic","LOC101500642","CC","GO:0009654","Ca4"
101500642,"psbP domain-containing protein 7, chloroplastic","LOC101500642","MF","GO:0005509","Ca4"
101500642,"psbP domain-containing protein 7, chloroplastic","LOC101500642","BP","GO:0015979","Ca4"
101499864,"lysine-specific demethylase JMJ25","LOC101499864","MF","GO:0008168","Ca4"
101499864,"lysine-specific demethylase JMJ25","LOC101499864","BP","GO:0032259","Ca4"
101508848,"probable indole-3-pyruvate monooxygenase YUCCA5","LOC101508848","CC","GO:0016021","Ca4"
101508848,"probable indole-3-pyruvate monooxygenase YUCCA5","LOC101508848","MF","GO:0050660","Ca4"
101508848,"probable indole-3-pyruvate monooxygenase YUCCA5","LOC101508848","MF","GO:0004499","Ca4"
101508848,"probable indole-3-pyruvate monooxygenase YUCCA5","LOC101508848","MF","GO:0050661","Ca4"
101499567,"DEAD-box ATP-dependent RNA helicase 16","LOC101499567","MF","GO:0005524","Ca4"
101499567,"DEAD-box ATP-dependent RNA helicase 16","LOC101499567","MF","GO:0004386","Ca4"
101499567,"DEAD-box ATP-dependent RNA helicase 16","LOC101499567","MF","GO:0003676","Ca4"
101498924,"autophagy-related protein 18a","LOC101498924",NA,NA,"Ca4"
101498592,"ATP-dependent DNA helicase Q-like SIM","LOC101498592","CC","GO:0005634","Ca4"
101498592,"ATP-dependent DNA helicase Q-like SIM","LOC101498592","MF","GO:0005524","Ca4"
101498592,"ATP-dependent DNA helicase Q-like SIM","LOC101498592","MF","GO:0003678","Ca4"
101498592,"ATP-dependent DNA helicase Q-like SIM","LOC101498592","MF","GO:0003676","Ca4"
101498592,"ATP-dependent DNA helicase Q-like SIM","LOC101498592","BP","GO:0006310","Ca4"
101498259,"formin-like protein 11","LOC101498259","CC","GO:0016021","Ca4"
101497935,"respiratory burst oxidase homolog protein B-like","LOC101497935","CC","GO:0016021","Ca4"
101497935,"respiratory burst oxidase homolog protein B-like","LOC101497935","MF","GO:0005509","Ca4"
101497935,"respiratory burst oxidase homolog protein B-like","LOC101497935","MF","GO:0050664","Ca4"
101497935,"respiratory burst oxidase homolog protein B-like","LOC101497935","MF","GO:0004601","Ca4"
101497603,"heavy metal-associated isoprenylated plant protein 35","LOC101497603","MF","GO:0046872","Ca4"
101497603,"heavy metal-associated isoprenylated plant protein 35","LOC101497603","BP","GO:0030001","Ca4"
101497283,"protein RALF-like 33","LOC101497283",NA,NA,"Ca4"
113786510,"transfer RNA glutamic acid (anticodon UUC)","TRNAE-UUC",NA,NA,"Ca4"
101496953,"26S proteasome regulatory subunit 6A homolog","LOC101496953","CC","GO:0005737","Ca4"
101496953,"26S proteasome regulatory subunit 6A homolog","LOC101496953","CC","GO:0000502","Ca4"
101496953,"26S proteasome regulatory subunit 6A homolog","LOC101496953","MF","GO:0005524","Ca4"
101496953,"26S proteasome regulatory subunit 6A homolog","LOC101496953","MF","GO:0016787","Ca4"
101496953,"26S proteasome regulatory subunit 6A homolog","LOC101496953","BP","GO:0030163","Ca4"
101496634,"translationally-controlled tumor protein homolog","LOC101496634",NA,NA,"Ca4"
101515002,"dehydration-responsive element-binding protein 1E-like","LOC101515002","CC","GO:0005634","Ca4"
101515002,"dehydration-responsive element-binding protein 1E-like","LOC101515002","MF","GO:0003677","Ca4"
101515002,"dehydration-responsive element-binding protein 1E-like","LOC101515002","MF","GO:0003700","Ca4"
101496304,"E3 ubiquitin-protein ligase RFI2-like","LOC101496304",NA,NA,"Ca4"
101494268,"serine/arginine-rich splicing factor SR30-like","LOC101494268","MF","GO:0003723","Ca4"
101493941,"uncharacterized LOC101493941","LOC101493941","CC","GO:0016021","Ca4"
101493624,"60S ribosomal protein L22-2-like","LOC101493624","CC","GO:0005840","Ca4"
101493624,"60S ribosomal protein L22-2-like","LOC101493624","MF","GO:0003735","Ca4"
101493624,"60S ribosomal protein L22-2-like","LOC101493624","BP","GO:0006412","Ca4"
101491751,"COX assembly mitochondrial protein 2 homolog","LOC101491751","CC","GO:0005739","Ca4"
101493302,"dormancy-associated protein-like","LOC101493302",NA,NA,"Ca4"
101492968,"uncharacterized LOC101492968","LOC101492968","CC","GO:0016021","Ca4"
101509172,"myosin-6-like","LOC101509172","CC","GO:0016459","Ca4"
101509172,"myosin-6-like","LOC101509172","MF","GO:0003779","Ca4"
101509172,"myosin-6-like","LOC101509172","MF","GO:0005524","Ca4"
101509172,"myosin-6-like","LOC101509172","MF","GO:0003774","Ca4"
101509172,"myosin-6-like","LOC101509172","BP","GO:0007015","Ca4"
101492636,"60S ribosomal protein L18-like","LOC101492636","CC","GO:0005840","Ca4"
101492636,"60S ribosomal protein L18-like","LOC101492636","MF","GO:0003735","Ca4"
101492636,"60S ribosomal protein L18-like","LOC101492636","BP","GO:0006412","Ca4"
113786431,"small nucleolar RNA snoR53Y","LOC113786431",NA,NA,"Ca4"
101492300,"pectinesterase-like","LOC101492300","CC","GO:0016021","Ca4"
101492300,"pectinesterase-like","LOC101492300","MF","GO:0045330","Ca4"
101492300,"pectinesterase-like","LOC101492300","MF","GO:0004857","Ca4"
101492300,"pectinesterase-like","LOC101492300","MF","GO:0030599","Ca4"
101492300,"pectinesterase-like","LOC101492300","BP","GO:0042545","Ca4"
101492300,"pectinesterase-like","LOC101492300","BP","GO:0045490","Ca4"
101491967,"probable pectinesterase/pectinesterase inhibitor 21","LOC101491967","CC","GO:0016021","Ca4"
101491967,"probable pectinesterase/pectinesterase inhibitor 21","LOC101491967","MF","GO:0045330","Ca4"
101491967,"probable pectinesterase/pectinesterase inhibitor 21","LOC101491967","MF","GO:0004857","Ca4"
101491967,"probable pectinesterase/pectinesterase inhibitor 21","LOC101491967","MF","GO:0030599","Ca4"
101491967,"probable pectinesterase/pectinesterase inhibitor 21","LOC101491967","BP","GO:0042545","Ca4"
101491967,"probable pectinesterase/pectinesterase inhibitor 21","LOC101491967","BP","GO:0045490","Ca4"
101515329,"probable pectinesterase/pectinesterase inhibitor 41","LOC101515329",NA,NA,"Ca4"
101491656,"glycine-rich domain-containing protein 2","LOC101491656",NA,NA,"Ca4"
113786298,"uncharacterized LOC113786298","LOC113786298",NA,NA,"Ca4"
101491334,"F-box protein PP2-B15-like","LOC101491334",NA,NA,"Ca4"
105851874,"uncharacterized LOC105851874","LOC105851874",NA,NA,"Ca4"
101491022,"uncharacterized LOC101491022","LOC101491022",NA,NA,"Ca4"
101515653,"phospholipase D zeta 1","LOC101515653","MF","GO:0070290","Ca4"
101515653,"phospholipase D zeta 1","LOC101515653","MF","GO:0004630","Ca4"
101515653,"phospholipase D zeta 1","LOC101515653","BP","GO:0048017","Ca4"
101515653,"phospholipase D zeta 1","LOC101515653","BP","GO:0016042","Ca4"
101515653,"phospholipase D zeta 1","LOC101515653","BP","GO:0006654","Ca4"
101488408,"probable protein phosphatase 2C 73","LOC101488408","MF","GO:0004722","Ca4"
101490269,"topless-related protein 3-like","LOC101490269","BP","GO:0006355","Ca4"
101489935,"pre-mRNA-splicing factor 38","LOC101489935",NA,NA,"Ca4"
101489611,"single-stranded DNA-binding protein, mitochondrial","LOC101489611","MF","GO:0003697","Ca4"
101489611,"single-stranded DNA-binding protein, mitochondrial","LOC101489611","BP","GO:0006260","Ca4"
101489069,"probable protein phosphatase 2C 5","LOC101489069","MF","GO:0004722","Ca4"
113786489,"transfer RNA serine (anticodon UGA)","TRNAS-UGA",NA,NA,"Ca4"
101488735,"kinesin-like protein KIN-14G","LOC101488735","MF","GO:0005524","Ca4"
101488735,"kinesin-like protein KIN-14G","LOC101488735","MF","GO:0008017","Ca4"
101488735,"kinesin-like protein KIN-14G","LOC101488735","MF","GO:0003777","Ca4"
101488735,"kinesin-like protein KIN-14G","LOC101488735","BP","GO:0007018","Ca4"
101488405,"protein DEHYDRATION-INDUCED 19 homolog 3-like","LOC101488405",NA,NA,"Ca4"
101515420,"syntaxin-43","LOC101515420","CC","GO:0016021","Ca4"
101515420,"syntaxin-43","LOC101515420","MF","GO:0005484","Ca4"
101515420,"syntaxin-43","LOC101515420","BP","GO:0006886","Ca4"
101515420,"syntaxin-43","LOC101515420","BP","GO:0016192","Ca4"
101515420,"syntaxin-43","LOC101515420","CC","GO:0016020","Ca4"
113786512,"transfer RNA threonine (anticodon AGU)","TRNAT-AGU",NA,NA,"Ca4"
101514886,"importin subunit alpha-2-like","LOC101514886","CC","GO:0005737","Ca4"
101514886,"importin subunit alpha-2-like","LOC101514886","CC","GO:0005634","Ca4"
101514886,"importin subunit alpha-2-like","LOC101514886","MF","GO:0061608","Ca4"
101514886,"importin subunit alpha-2-like","LOC101514886","BP","GO:0006606","Ca4"
101514562,"uncharacterized LOC101514562","LOC101514562","MF","GO:0008408","Ca4"
101514562,"uncharacterized LOC101514562","LOC101514562","MF","GO:0003676","Ca4"
105851866,"uncharacterized LOC105851866","LOC105851866",NA,NA,"Ca4"
101514247,"ATP-dependent DNA helicase Q-like 1","LOC101514247",NA,NA,"Ca4"
101513908,"uncharacterized LOC101513908","LOC101513908",NA,NA,"Ca4"
101513591,"pentatricopeptide repeat-containing protein At1g09190","LOC101513591",NA,NA,"Ca4"
101513260,"uncharacterized LOC101513260","LOC101513260",NA,NA,"Ca4"
113786511,"transfer RNA alanine (anticodon AGC)","TRNAA-AGC",NA,NA,"Ca4"
101512934,"GTP-binding protein SAR1A-like","LOC101512934","CC","GO:0005783","Ca4"
101512934,"GTP-binding protein SAR1A-like","LOC101512934","CC","GO:0005794","Ca4"
101512934,"GTP-binding protein SAR1A-like","LOC101512934","MF","GO:0005525","Ca4"
101512934,"GTP-binding protein SAR1A-like","LOC101512934","BP","GO:0006886","Ca4"
101512934,"GTP-binding protein SAR1A-like","LOC101512934","BP","GO:0016192","Ca4"
113786429,"small nucleolar RNA snoR83","LOC113786429",NA,NA,"Ca4"
101512627,"universal stress protein A-like protein","LOC101512627",NA,NA,"Ca4"
101511865,"calreticulin","LOC101511865","CC","GO:0005788","Ca4"
101511865,"calreticulin","LOC101511865","MF","GO:0005509","Ca4"
101511865,"calreticulin","LOC101511865","MF","GO:0051082","Ca4"
101511865,"calreticulin","LOC101511865","BP","GO:0006457","Ca4"
101511535,"RNA pseudouridine synthase 1","LOC101511535","MF","GO:0009982","Ca4"
101511535,"RNA pseudouridine synthase 1","LOC101511535","MF","GO:0003723","Ca4"
101511535,"RNA pseudouridine synthase 1","LOC101511535","BP","GO:0001522","Ca4"
101511218,"uncharacterized LOC101511218","LOC101511218",NA,NA,"Ca4"
101510904,"uncharacterized LOC101510904","LOC101510904",NA,NA,"Ca4"
101510578,"lon protease homolog 1, mitochondrial","LOC101510578","CC","GO:0005759","Ca4"
101510578,"lon protease homolog 1, mitochondrial","LOC101510578","MF","GO:0005524","Ca4"
101510578,"lon protease homolog 1, mitochondrial","LOC101510578","MF","GO:0004176","Ca4"
101510578,"lon protease homolog 1, mitochondrial","LOC101510578","MF","GO:0043565","Ca4"
101510578,"lon protease homolog 1, mitochondrial","LOC101510578","MF","GO:0004252","Ca4"
101510578,"lon protease homolog 1, mitochondrial","LOC101510578","BP","GO:0034599","Ca4"
101510578,"lon protease homolog 1, mitochondrial","LOC101510578","BP","GO:0051131","Ca4"
101510578,"lon protease homolog 1, mitochondrial","LOC101510578","BP","GO:0070407","Ca4"
101510578,"lon protease homolog 1, mitochondrial","LOC101510578","BP","GO:0006515","Ca4"
101510246,"uncharacterized LOC101510246","LOC101510246",NA,NA,"Ca4"
101509924,"nicotianamine synthase-like","LOC101509924","MF","GO:0030410","Ca4"
101509924,"nicotianamine synthase-like","LOC101509924","BP","GO:0030418","Ca4"
101509394,"homeobox protein knotted-1-like 1","LOC101509394","CC","GO:0005634","Ca4"
101509394,"homeobox protein knotted-1-like 1","LOC101509394","MF","GO:0043565","Ca4"
101509394,"homeobox protein knotted-1-like 1","LOC101509394","BP","GO:0006355","Ca4"
101508441,"uncharacterized LOC101508441","LOC101508441",NA,NA,"Ca4"
101507271,"RNA polymerase II-associated protein 3","LOC101507271",NA,NA,"Ca4"
113786370,"uncharacterized LOC113786370","LOC113786370",NA,NA,"Ca4"
101506949,"uncharacterized LOC101506949","LOC101506949",NA,NA,"Ca4"
101506612,"solute carrier family 40 member 3, chloroplastic","LOC101506612","CC","GO:0016021","Ca4"
101506612,"solute carrier family 40 member 3, chloroplastic","LOC101506612","MF","GO:0005381","Ca4"
101489073,"putative high mobility group B protein 11","LOC101489073","CC","GO:0005634","Ca4"
101489073,"putative high mobility group B protein 11","LOC101489073","MF","GO:0003677","Ca4"
101506290,"transcription factor bHLH149","LOC101506290","MF","GO:0046983","Ca4"
113786502,"transfer RNA aspartic acid (anticodon GUC)","TRNAD-GUC",NA,NA,"Ca4"
101505982,"uncharacterized LOC101505982","LOC101505982",NA,NA,"Ca4"
101509820,"ketohexokinase","LOC101509820","MF","GO:0016773","Ca4"
101509820,"ketohexokinase","LOC101509820","MF","GO:0016301","Ca4"
101505323,"rhodanese-like domain-containing protein 6","LOC101505323",NA,NA,"Ca4"
101504792,"intermediate cleaving peptidase 55, mitochondrial","LOC101504792","MF","GO:0004177","Ca4"
101504792,"intermediate cleaving peptidase 55, mitochondrial","LOC101504792","MF","GO:0030145","Ca4"
101504472,"uncharacterized LOC101504472","LOC101504472",NA,NA,"Ca4"
101504150,"DUF724 domain-containing protein 2","LOC101504150",NA,NA,"Ca4"
101503834,"putative pentatricopeptide repeat-containing protein At1g56570","LOC101503834",NA,NA,"Ca4"
101503498,"alkaline/neutral invertase A, mitochondrial-like","LOC101503498","MF","GO:0033926","Ca4"
101503178,"Golgi apparatus membrane protein-like protein ECHIDNA","LOC101503178","CC","GO:0000139","Ca4"
101503178,"Golgi apparatus membrane protein-like protein ECHIDNA","LOC101503178","CC","GO:0016021","Ca4"
101502858,"galactinol synthase","CAGOLS2","MF","GO:0047216","Ca4"
101502858,"galactinol synthase","CAGOLS2","BP","GO:0006012","Ca4"
101502544,"ABC transporter I family member 20","LOC101502544","MF","GO:0005524","Ca4"
101502544,"ABC transporter I family member 20","LOC101502544","MF","GO:0016887","Ca4"
101510358,"ribokinase-like","LOC101510358","MF","GO:0016301","Ca4"
101510358,"ribokinase-like","LOC101510358","MF","GO:0016773","Ca4"
101502001,"pyrrolidone-carboxylate peptidase","LOC101502001","CC","GO:0005829","Ca4"
101502001,"pyrrolidone-carboxylate peptidase","LOC101502001","MF","GO:0016920","Ca4"
101496413,"kinesin-like protein KIN-5C","LOC101496413","MF","GO:0005524","Ca4"
101496413,"kinesin-like protein KIN-5C","LOC101496413","MF","GO:0003677","Ca4"
101496413,"kinesin-like protein KIN-5C","LOC101496413","MF","GO:0008017","Ca4"
101496413,"kinesin-like protein KIN-5C","LOC101496413","MF","GO:0003777","Ca4"
101496413,"kinesin-like protein KIN-5C","LOC101496413","BP","GO:0007018","Ca4"
101501476,"zinc finger CCCH domain-containing protein 3","LOC101501476","MF","GO:0008270","Ca4"
101500512,"putative glycogen synthase kinase-3","LOC101500512","MF","GO:0005524","Ca4"
101500512,"putative glycogen synthase kinase-3","LOC101500512","MF","GO:0004674","Ca4"
113786514,"transfer RNA isoleucine (anticodon UAU)","TRNAI-UAU",NA,NA,"Ca4"
113786513,"transfer RNA isoleucine (anticodon UAU)","TRNAI-UAU",NA,NA,"Ca4"
101500199,"probable receptor-like protein kinase At5g18500","LOC101500199","CC","GO:0016021","Ca4"
101500199,"probable receptor-like protein kinase At5g18500","LOC101500199","MF","GO:0005524","Ca4"
101500199,"probable receptor-like protein kinase At5g18500","LOC101500199","MF","GO:0004672","Ca4"
101499863,"glucan endo-1,3-beta-glucosidase 12-like","LOC101499863",NA,NA,"Ca4"
101499155,"nuclear envelope-associated protein 2","LOC101499155",NA,NA,"Ca4"
101498590,"pentatricopeptide repeat-containing protein At1g63330-like","LOC101498590",NA,NA,"Ca4"
101498257,"uncharacterized LOC101498257","LOC101498257",NA,NA,"Ca4"
101497723,"uncharacterized LOC101497723","LOC101497723","MF","GO:0008270","Ca4"
101510900,"receptor-like serine/threonine-protein kinase ALE2","LOC101510900","CC","GO:0016021","Ca4"
101510900,"receptor-like serine/threonine-protein kinase ALE2","LOC101510900","MF","GO:0005524","Ca4"
101510900,"receptor-like serine/threonine-protein kinase ALE2","LOC101510900","MF","GO:0004672","Ca4"
101492414,"pentatricopeptide repeat-containing protein At4g20740-like","LOC101492414",NA,NA,"Ca4"
113786244,"uncharacterized mitochondrial protein AtMg00860-like","LOC113786244",NA,NA,"Ca4"
101497392,"probable L-cysteine desulfhydrase, chloroplastic","LOC101497392","MF","GO:0003824","Ca4"
101499778,"7-methylxanthosine synthase 1-like","LOC101499778","MF","GO:0008168","Ca4"
101500096,"uncharacterized LOC101500096","LOC101500096","CC","GO:0016021","Ca4"
101500643,"aspartic proteinase-like","LOC101500643","MF","GO:0004190","Ca4"
101500643,"aspartic proteinase-like","LOC101500643","BP","GO:0006629","Ca4"
113786344,"uncharacterized LOC113786344","LOC113786344",NA,NA,"Ca4"
101490380,"agamous-like MADS-box protein AGL80","LOC101490380","CC","GO:0005634","Ca4"
101490380,"agamous-like MADS-box protein AGL80","LOC101490380","MF","GO:0003677","Ca4"
101490380,"agamous-like MADS-box protein AGL80","LOC101490380","MF","GO:0046983","Ca4"
101501589,"transcription factor PIF3","LOC101501589","MF","GO:0046983","Ca4"
101491024,"immunoglobulin A1 protease autotransporter","LOC101491024",NA,NA,"Ca4"
101511213,"WD repeat-containing protein WDS homolog","LOC101511213",NA,NA,"Ca4"
101502117,"transcription factor MYB61","LOC101502117","CC","GO:0005634","Ca4"
101502117,"transcription factor MYB61","LOC101502117","MF","GO:0003677","Ca4"
101502437,"SAC3 family protein A","LOC101502437",NA,NA,"Ca4"
101503179,"nifU-like protein 4, mitochondrial","LOC101503179","MF","GO:0005506","Ca4"
101503179,"nifU-like protein 4, mitochondrial","LOC101503179","MF","GO:0051536","Ca4"
101503179,"nifU-like protein 4, mitochondrial","LOC101503179","BP","GO:0016226","Ca4"
101503835,"pectin acetylesterase 12-like","LOC101503835","CC","GO:0005618","Ca4"
101503835,"pectin acetylesterase 12-like","LOC101503835","CC","GO:0005576","Ca4"
101503835,"pectin acetylesterase 12-like","LOC101503835","MF","GO:0016787","Ca4"
101503835,"pectin acetylesterase 12-like","LOC101503835","BP","GO:0071555","Ca4"
101504253,"protein NRT1/ PTR FAMILY 4.5-like","LOC101504253","CC","GO:0016021","Ca4"
101504253,"protein NRT1/ PTR FAMILY 4.5-like","LOC101504253","MF","GO:0022857","Ca4"
101511532,"uncharacterized LOC101511532","LOC101511532",NA,NA,"Ca4"
101504587,"flap endonuclease 1","LOC101504587","CC","GO:0005739","Ca4"
101504587,"flap endonuclease 1","LOC101504587","CC","GO:0005730","Ca4"
101504587,"flap endonuclease 1","LOC101504587","CC","GO:0005654","Ca4"
101504587,"flap endonuclease 1","LOC101504587","MF","GO:0008409","Ca4"
101504587,"flap endonuclease 1","LOC101504587","MF","GO:0017108","Ca4"
101504587,"flap endonuclease 1","LOC101504587","MF","GO:0003677","Ca4"
101504587,"flap endonuclease 1","LOC101504587","MF","GO:0000287","Ca4"
101504587,"flap endonuclease 1","LOC101504587","BP","GO:0006284","Ca4"
101504587,"flap endonuclease 1","LOC101504587","BP","GO:0006260","Ca4"
101504587,"flap endonuclease 1","LOC101504587","BP","GO:0043137","Ca4"
101505865,"rhicadhesin receptor","LOC101505865","CC","GO:0048046","Ca4"
101505865,"rhicadhesin receptor","LOC101505865","CC","GO:0005618","Ca4"
101505865,"rhicadhesin receptor","LOC101505865","MF","GO:0030145","Ca4"
101505865,"rhicadhesin receptor","LOC101505865","MF","GO:0045735","Ca4"
101506184,"glutamate--tRNA ligase, cytoplasmic","LOC101506184","CC","GO:0005737","Ca4"
101506184,"glutamate--tRNA ligase, cytoplasmic","LOC101506184","MF","GO:0005524","Ca4"
101506184,"glutamate--tRNA ligase, cytoplasmic","LOC101506184","MF","GO:0004818","Ca4"
101506184,"glutamate--tRNA ligase, cytoplasmic","LOC101506184","BP","GO:0006424","Ca4"
101506511,"phytochrome A","LOC101506511","MF","GO:0000155","Ca4"
101506511,"phytochrome A","LOC101506511","MF","GO:0009881","Ca4"
101506511,"phytochrome A","LOC101506511","MF","GO:0042803","Ca4"
101506511,"phytochrome A","LOC101506511","BP","GO:0009584","Ca4"
101506511,"phytochrome A","LOC101506511","BP","GO:0018298","Ca4"
101506511,"phytochrome A","LOC101506511","BP","GO:0017006","Ca4"
101506511,"phytochrome A","LOC101506511","BP","GO:0009585","Ca4"
101506511,"phytochrome A","LOC101506511","BP","GO:0006355","Ca4"
101507387,"uncharacterized LOC101507387","LOC101507387",NA,NA,"Ca4"
101507696,"glutamate--tRNA ligase, cytoplasmic-like","LOC101507696","CC","GO:0005737","Ca4"
101507696,"glutamate--tRNA ligase, cytoplasmic-like","LOC101507696","MF","GO:0005524","Ca4"
101507696,"glutamate--tRNA ligase, cytoplasmic-like","LOC101507696","MF","GO:0004818","Ca4"
101507696,"glutamate--tRNA ligase, cytoplasmic-like","LOC101507696","BP","GO:0006424","Ca4"
101508026,"DEAD-box ATP-dependent RNA helicase 3, chloroplastic","LOC101508026","MF","GO:0005524","Ca4"
101508026,"DEAD-box ATP-dependent RNA helicase 3, chloroplastic","LOC101508026","MF","GO:0004386","Ca4"
101508026,"DEAD-box ATP-dependent RNA helicase 3, chloroplastic","LOC101508026","MF","GO:0003676","Ca4"
101508026,"DEAD-box ATP-dependent RNA helicase 3, chloroplastic","LOC101508026","MF","GO:0008270","Ca4"
101508338,"pentatricopeptide repeat-containing protein At4g38150-like","LOC101508338",NA,NA,"Ca4"
101508651,"paladin","LOC101508651",NA,NA,"Ca4"
101491338,"pumilio homolog 11-like","LOC101491338",NA,NA,"Ca4"
101508969,"mannan endo-1,4-beta-mannosidase 4","LOC101508969","MF","GO:0004553","Ca4"
101508969,"mannan endo-1,4-beta-mannosidase 4","LOC101508969","BP","GO:0005975","Ca4"
105851867,"uncharacterized LOC105851867","LOC105851867",NA,NA,"Ca4"
101509282,"putative expansin-A17","LOC101509282","CC","GO:0005618","Ca4"
101509282,"putative expansin-A17","LOC101509282","CC","GO:0005576","Ca4"
101509282,"putative expansin-A17","LOC101509282","CC","GO:0016021","Ca4"
101509282,"putative expansin-A17","LOC101509282","BP","GO:0009664","Ca4"
101509927,"protein COP1 SUPPRESSOR 2","LOC101509927",NA,NA,"Ca4"
101510581,"germin-like protein subfamily 2 member 4","LOC101510581","CC","GO:0048046","Ca4"
101510581,"germin-like protein subfamily 2 member 4","LOC101510581","CC","GO:0005618","Ca4"
101510581,"germin-like protein subfamily 2 member 4","LOC101510581","MF","GO:0030145","Ca4"
101510581,"germin-like protein subfamily 2 member 4","LOC101510581","MF","GO:0045735","Ca4"
101510249,"protein phosphatase 2C 32","LOC101510249","MF","GO:0004722","Ca4"
101510907,"uncharacterized LOC101510907","LOC101510907",NA,NA,"Ca4"
101511860,"uncharacterized LOC101511860","LOC101511860",NA,NA,"Ca4"
101512629,"peptidyl-prolyl cis-trans isomerase, chloroplastic-like","LOC101512629","MF","GO:0003755","Ca4"
